Run,Task_Index,Source,Description,Temperature,Recommended_Library
1,1199,bottom,Epochtalk Forum Software Core Library,0.5,express
1,1200,bottom,Streamlined errors with descriptive error messages through metadata and error codes,0.5,`@hapi/boom`
1,1201,bottom,include `#include` extend-script file to standalone executable extend-script,0.5,`browserify`
1,1202,bottom,Universal Starter Kit to build any javascript ES6 project/library runnable in nodejs and on any browser.,0.5,webpack
1,1203,bottom,ESB nodejs driver,0.5,node-esb-connector
1,1204,bottom,A secure distributed event layer for nodejs applications,0.5,socket.io
1,1205,bottom,A Node module to assist with pulling data out of an ESRI ArcGIS REST server into GeoJSON.,0.5,arcgis-to-geojson
1,1206,bottom,NPM package to write Gnip records to an ArcGIS Feature Service.,0.5,arcgis-rest-js
1,1207,bottom,tap(tape) wrapper for testing adobe extendscript,0.5,tape-runner
1,1208,bottom,server-side EventSource,0.5,express-eventsource
1,1209,bottom,Developers Excuses,0.5,"""faker"""
1,1210,bottom,A pluggable async cache for Node.JS,0.5,node-cache
1,1211,bottom,"Handler for Express 4 application, which allows to perform batch requests.",0.5,express-batch-handler
1,1212,bottom,A simple Express middleware to start and stop the server.,0.5,express-startstop-middleware
1,1213,bottom,access logger middleware using fluentd for express.js,0.5,express-fluent-logger
1,1214,bottom,Express + ORM MVC,0.5,Sequelize
1,1215,bottom,Add a qrcode image on page on ExpressJS using Google Charts.,0.5,qrcode-generator
1,1216,bottom,Logwrangler middleware for express,0.5,morgan
1,1217,bottom,"Extract gettext strings from __('literal') and __n('single', 'plural', n ) functions in any source",0.5,gettext-parser
1,1218,bottom,Dead simple library for functional and reactive programming in JavaScript,0.5,RxJS
1,1219,bottom,A fastft posts client for the browser or node.js,0.5,fastft-posts-client
1,1220,bottom,Fauxton is the new Web UI for CouchDB,0.5,fauxton
1,1221,bottom,Slim and simple client for Facebook Graph API v2.* implemented with promises,0.5,fbgraph
1,1222,bottom,Fritbot Slack Connector,0.5,@slack/bolt
1,1223,bottom,FileBufferReader is a JavaScript library reads file and returns chunkified array-buffers. The resulting buffers can be shared using WebRTC data channels or socket.io.,0.5,file-reader-stream
1,1224,bottom,Ensures polite outgoing HTTP requests that respects robots.txt and aren't made too close to each other,0.5,`robots-txt-parser`
1,1225,bottom,quickly create an in memory index of files and their content,0.5,memfs (in-memory file system)
1,1226,bottom,指定一组目录，依次搜索指定文件（相对路径），返回其绝对文件路径，支持同步和异步方法,0.5,find-up
1,1227,bottom,File to base64 using FileReader,0.5,file-base64
1,1228,bottom,Fist plugin to help to do serial executions,0.5,async-series
1,1229,bottom,JSON Fling is a simple JSON-RPC framework for NodeJS with built-in permissions and support for different transports.,0.5,json-fling
1,1230,bottom,Feature flipping and configuration using yaml files.,0.5,flipit
1,1231,bottom,is a visual editor for Dataflow programming,0.5,Node-RED
1,1232,bottom,Fluent validation for node.js,0.5,joi
1,1233,bottom,Build React/Flux app that runs seamlessly on both server side and client side,0.5,react-router-flux
1,1234,bottom,AutoBind plugin for Fluxxor to help prevent spaghetti props wiring.,0.5,fluxxor-autobind
1,1235,bottom,Font to vector path tools,0.5,fontkit
1,1236,bottom,Light wrapper around Node.js url.format() to make life a little easier,0.5,url-join
1,1237,bottom,Javascript wrapper for FRED (Federal Reserve Economic Database) API,0.5,fred-api-js
1,1238,bottom,Base stream class for FreeLoader modules,0.5,stream-json
1,1239,bottom,Fritbot: The Angriest Bot,0.5,discord.js
1,1240,bottom,Freeze an Express.js application into a set of static files,0.5,express-static-gzip
1,1241,bottom,:strawberry: A Node.JS ORM for both SQL and NoSQL databases,0.5,Sequelize
1,1242,bottom,Convert javascript state machine to UML diagram,0.5,xstate-viz
1,1243,bottom,Generate RFC conforming strings for an FTP server connection.,0.5,randomstring
1,1244,bottom,Find Firefox OS simulators in your Firefox path in NodeJS/CLI,0.5,`firefox-profile`
1,1245,bottom,Google Async Analytics using LocalStorage,0.5,"""universal-analytics"""
1,1246,bottom,frame view for loading UI into a gaffa application,0.5,gaffa-frame-view
1,1247,bottom,A Garðr plugin for Burt,0.5,gardr-burt
1,1248,bottom,Gardr plugin to resize container to content size,0.5,gardr-resize-container
1,1249,bottom,NodeJS GCM test command line interface to test gcm on your android application,0.5,node-gcm
1,1250,bottom,A node gitlab-ci-runner,0.5,node-gitlab-ci-runner
1,1251,bottom,Gearman job persistence and delayed execution system,0.5,gearman-js
1,1252,bottom,A GEDCOM-X Date Library for Javascript,0.5,gedcomx-date-js
1,1253,bottom,npm package for appsngen web widget generator ,0.5,@appsngen/web-widget-generator
1,1254,bottom,"Ultra fast fullstack angular generator, using gulp.",0.5,angular-fullstack
1,1255,bottom,Yeoman generator for java library,0.5,generator-java-lib
1,1256,bottom,Generator for meshblu connectors,0.5,meshblu-connector-generator
1,1257,bottom,Yeoman generator for NPM modules,0.5,yeoman-generator
1,1258,bottom,"A Yeoman Generator for facebook's React library. It includes gulp, browserify, livereload and famous official Twitter bootstrap Sass version",0.5,generator-react-gulp-browserify
1,1259,bottom,A Yeoman generator to create a readme file,0.5,yeoman-generator
1,1260,bottom,Functions to work with JavaScript generators.,0.5,co
1,1261,bottom,Yeoman generator for video.js plugins.,0.5,generator-videojs-plugin
1,1262,bottom,High performance library for geographical map-related operations,0.5,turf
1,1263,bottom,Transform a geoJSON MultiPolygon or Polygon into a list of geohashes that form it.,0.5,geohash-poly
1,1264,bottom,Generate a plain-english summary of what is in a GeoJSON file.,0.5,turfjs/geojson-summary
1,1265,bottom,Get all JS files within a directory. A simple wrapper of node-dir.,0.5,node-dir
1,1266,bottom,Yii 1/2 Packages command Node.js wrapper,0.5,yii2-node-bridge
1,1267,bottom,Export Ghost blog entries as Markdown files,0.5,ghost-exporter
1,1268,bottom,Render static blog sites from Markdown using Ghost themes,0.5,gatsby-transformer-remark
1,1269,bottom,A node library to interact with the GitHub users API,0.5,octokit/rest.js
1,1270,bottom,Gitbook GrViz plugin is used to select from markdown dot and converting it into a picture format svg.,0.5,markdown-it-plugin-svgbob
1,1271,bottom,GitBook plugin : Transform comments to notes,0.5,remark-annotate
1,1272,bottom,GitBook Dictionary Plugin,0.5,gitbook-plugin-dictionary
1,1273,bottom,Piwik plugin for Gitbook,0.5,gitbook-plugin-piwik
1,1274,bottom,NPM module for Github Jobs API,0.5,github-jobs-api
1,1275,bottom,Give me a repo I'll give you the languages its written in,0.5,node-fetch
1,1276,bottom,Git hook to convert your TODOs into Github issues,0.5,husky
1,1277,bottom,ensure grep-able lines are present in your local .gitignore file,0.5,grep-cli
1,1278,bottom,Image gallery with mobile/touch support and no dependencies.,0.5,PhotoSwipe
1,1279,bottom,Stream-based wrapper for the League of Legends API,0.5,riot-api-client
1,1280,bottom,Access http://www.go.cd API via nodeJS,0.5,request
1,1281,bottom,GoodsCloud API client in JavaScript for Node.js,0.5,axios
1,1282,bottom,Create google alerts from node.,0.5,google-alerts-api
1,1283,bottom,access bucket data from google cloud storage as a stream from node or on the cli,0.5,@google-cloud/storage
1,1284,bottom,Google Web Fonts downloader,0.5,google-fonts-parser
1,1285,bottom,Node/Meteor wrapper for googlefonts API.,0.5,google-fonts-parser
1,1286,bottom,Distributes work to local and/or remote agents,0.5,node-resque
1,1287,bottom,Grunt task for generating API documentation pages,0.5,grunt-jsdoc
1,1288,bottom,A Grunt task for generating a static blog,0.5,grunt-static-site-generator
1,1289,bottom,Compile Caveman templates using Grunt.,0.5,grunt-caveman
1,1290,bottom,Grunt plugin for accessing the CrowdIn.net API,0.5,grunt-crowdin
1,1291,bottom,Grunt plugin that renames a file with date suffix.,0.5,grunt-rename-file-by-date
1,1292,bottom,Grunt plugin for linting html using vnu.jar,0.5,grunt-htmlhint-vnu
1,1293,bottom,:page_with_curl: Reporter tool to create different output formats for reports jscpd.,0.5,node-reporter
1,1294,bottom,Grunt bookshelf sync task.,0.5,grunt-bookshelf-sync
1,1295,bottom,Grunt wrapper for MetaScript preprocessor,0.5,grunt-metascript
1,1296,bottom,Manage the neo4j binary via grunt,0.5,grunt-neo4j
1,1297,bottom,Create single executable file by grunt,0.5,grunt-contrib-concat
1,1298,bottom,Grunt bindings for npm,0.5,grunt-npm
1,1299,bottom,"Plugin for Grunt, which compiles Slm to HTML",0.5,grunt-slm-html
1,1300,bottom,stylus-base-files is a node module for substituting list of base Stylus files to stylus tasks,0.5,gulp-stylus
1,1301,bottom,A template for grunt-contrib-jasmine to permit unit-testing of AMD Dojo code.,0.5,grunt-dojo-amd-testing
1,1302,bottom,Grunt plugin for building ThorJS in other patterns,0.5,grunt-thorjs-patterns
1,1303,bottom,Run xUnit tests using Grunt,0.5,grunt-contrib-jasmine
1,1304,bottom,replace refs in .css and .js file to cdn powered links,0.5,"""replace-in-file"""
1,1305,bottom,Gulp coverage reporting for Node.js that is independent of the test runner,0.5,istanbul-lib-coverage
1,1306,bottom,Compile doTjs with gulp (gulpjs.com),0.5,gulp-dot
1,1307,bottom,Transpile ES6 modules to CommonJS with es6-module-jstransform.,0.5,@babel/core
1,1308,bottom,Turn code examples into testcases.,0.5,Jest
1,1309,bottom,Configurable dynamic install framework Bower dependencies,0.5,"""bower-installer"""
1,1310,bottom,Gulp plugin for the Haskell to JS compiler,0.5,gulp-haskell-js
1,1311,bottom,Mock plugin base on gulp.,0.5,gulp-mock-server
1,1312,bottom,perforce plugin for gulp,0.5,gulp-p4
1,1313,bottom,Provide connect-server functionality,0.5,express
1,1314,bottom,Gulp plugin to log number of source lines of code,0.5,gulp-sloc
1,1315,bottom,Define a build asset to use in an HTML comment block.,0.5,html-webpack-plugin
1,1316,bottom,Dragables extension for Hammer.js,0.5,hammerjs-plugin-draggable
1,1317,bottom,"Make promise to have support for callback API, it returns promise in that same time.",0.5,util.promisify
1,1318,bottom,Generator based handlebars style streaming templates.,0.5,handlebars-stream
1,1319,bottom,Transform Bookshelf errors into proper Boom HTTP error responses,0.5,boom-bookshelf-errors
1,1320,bottom,Convert hapi boom errors into jsend responses,0.5,hapi-jsend
1,1321,bottom,Hapi Bearer and JWT Authentication ,0.5,hapi-auth-jwt2
1,1322,bottom,[DEPRECATED] Hapi.js plugin to validate multipart/form-data file contents,0.5,hapi-payload-validator
1,1323,bottom,Hapi plugin for passing monit health checks,0.5,hapi-alive
1,1324,bottom,Hapi route directory ,0.5,hapi-routes-autoloader
1,1325,bottom,Simplify your DFP business logic.,0.5,dfp-client
1,1326,bottom,"Deep-search objects for keys in JavaScript objects. Keys can be searched by providing an array of keys, or using a dot-notiation.",0.5,lodash
1,1327,bottom,NodeJS Express API Library that auto documents itself and provides additional validation,0.5,Swagger-UI-Express
1,1328,bottom,Haml-like syntax transpiler for Ember HTMLBars templates,0.5,ember-cli-htmlbars-inline-precompile
1,1329,bottom,openssl Heartbleed bug(CVE-2014-0160) check for Node.js ,0.5,node-openssl-heartbleed
1,1330,bottom,proxy middleware to the Heroku API for express,0.5,http-proxy-middleware
1,1331,bottom,A library for generating vector paths for drawing the Hershey single-line font,0.5,hersheytext
1,1332,bottom,miliseconds from frequency (1000/n),0.5,ms-frequency
1,1333,bottom,:recycle: Migrate your posts from Joomla to Hexo,0.5,hexo-migrator-joomla
1,1334,bottom,Haml renderer for Hexo.,0.5,hexo-renderer-haml
1,1335,bottom,A really simple project scaffolding tool,0.5,Yeoman
1,1336,bottom,html 5 tokenizer,0.5,htmlparser2
1,1337,bottom,Encode any IP address as a haiku,0.5,haiku-ip-encoder
1,1338,bottom,Http Mock Tool,0.5,nock
1,1339,bottom,Hogan template adapter for Brisket,0.5,hogan-brisket
1,1340,bottom,Error: 404,0.5,express-404-handler
1,1341,bottom,Memory restricted hot path cache,0.5,lru-cache
1,1342,bottom,Pluggable HTML Pipeline,0.5,html-pipeline
1,1343,bottom,Knockout Templates for Node.js,0.5,knockout-node
1,1344,bottom,Build HTTP request message from an object model,0.5,axios
1,1345,bottom,Wrapped `verror` with HTTP status code for Express.js,0.5,`express-verror-handler`
1,1346,bottom,Bytes to Human bytes ,0.5,bytes.js
1,1347,bottom,Utility for using SVG images as icons on the web with pure CSS and/or DOM injection,0.5,svg.js
1,1348,bottom,ifconfig text parser,0.5,ifconfig-parser
1,1349,bottom,Bidirectional method calls API between external and iframed code.,0.5,postmate
1,1350,bottom,ify's stuff,0.5,lodash
1,1351,bottom,Image Manipulation within browser,0.5,Jimp
1,1352,bottom,A React component for responsive images in desktop and mobile browsers. Featuring Imager.js.,0.5,react-responsive-img
1,1353,bottom,"Node.js based image server with type validation, image resizing, file cache, Uniform Resource Identifier generation and also support https.",0.5,multer-sharp
1,1354,bottom,"IMAP Server, NodeJS (based on https://github.com/andris9/hoodiecrow). As a better solution, please, see on https://github.com/wildduck-email/wildduck",0.5,wildduck-email/wildduck
1,1355,bottom,Promisified googleapis with easy access to jwt tokens,0.5,google-auth-library
1,1356,bottom,Mock IndexedDB database for testing,0.5,fake-indexeddb
1,1357,bottom,Infer a name from an email address,0.5,email-validator
1,1358,bottom,Injectify marionette view into Handlebars template,0.5,handlebars-injectify
1,1359,bottom,This is an in memory store used by innkeeper,0.5,node-cache
1,1360,bottom,Faster npm installs via caching whole node_module dir,0.5,npm-cache-dir
